Ciqual  AGB,Ciqual  code,Groupe d'aliment,Sous-groupe d'aliment,Nom Français,LCI Name,Ingredients,Score unique EF,Changement climatique,Appauvrissement de la couche d'ozone,Rayonnements ionisants,Formation photochimique d'ozone,Particules fines,Effets toxicologiques sur la santé humaine : substances non-cancérogènes,Effets toxicologiques sur la santé humaine : substances cancérogènes,Acidification terrestre et eaux douces,Eutrophisation eaux douces,Eutrophisation marine,Eutrophisation terrestre,Écotoxicité pour écosystèmes aquatiques d'eau douce,Utilisation du sol,Épuisement des ressources eau,Épuisement des ressources énergétiques,Épuisement des ressources minéraux
25127,25127,entrées et plats composés,plats composés,Couscous royal (avec plusieurs viandes),Couscous royal (with different meats),Concentré de tomates,0.008992536200000002,0.06355982,9.185735999999999e-9,0.0076182743,0.00017841966,3.3635489999999997e-9,1.9962949e-9,6.7501498e-11,0.00037757089,0.000010079252,0.00016771908,0.0011572873,0.35477072,-0.38967544,0.41233456,1.0298606,4.0448464999999996e-7
25127,25127,entrées et plats composés,plats composés,Couscous royal (avec plusieurs viandes),Couscous royal (with different meats),Navet,0.0015983800000000002,0.0057533653,7.628834099999999e-10,0.001376871,0.000022873563,4.7880193e-10,3.3328919999999995e-10,7.125981400000001e-12,0.000060345297,0.0000015173057,0.000048495433,0.0001866362,0.71692961,0.34344881,0.081704587,0.084421198,5.7838093e-8
25127,25127,entrées et plats composés,plats composés,Couscous royal (avec plusieurs viandes),Couscous royal (with different meats),Courgette,0.0032202258,0.015154948,1.6893432e-9,0.0019625865,0.000072210032,1.3202898e-9,7.710550299999999e-10,2.2857502e-11,0.00015884826,0.000003096891,0.00009572688,0.00070016052,0.18199692,0.50186379,0.17427665,0.21051134,1.2996102e-7
25127,25127,entrées et plats composés,plats composés,Couscous royal (avec plusieurs viandes),Couscous royal (with different meats),Autres étapes,0.07619726,0.57712862,7.0428048e-8,0.71834642,0.00151532708,2.7456075999999996e-8,7.6678604e-9,2.722094e-10,0.0025080943000000003,0.000069848538,0.00122698581,0.007546498300000001,2.06358353,4.6227472,0.202687061,22.7310929,0.0000041665958799999995
25572,25572,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette aux noix de St Jacques,"Crepe or buckwheat crepe, filled with scallops",Farine de sarrasin,0.021779716,0.16146638,1.2610436e-8,0.017522937,0.00048244986,1.2464973e-8,1.7298665999999999e-9,2.6957341e-10,0.0018056597,0.000047114804,0.0014924051,0.0078168539,1.0553696,19.49523,0.35211815,1.2964089,6.5280562e-7
25572,25572,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette aux noix de St Jacques,"Crepe or buckwheat crepe, filled with scallops",Beurre,0.07868212399999999,0.82239432,1.9411928999999996e-8,0.056949877,0.0013290619,6.2317959e-8,1.9820305e-8,5.3408137e-10,0.0092517791,0.000090517759,0.0029872322,0.040195321,9.3402933,50.371572,0.2654494,2.4604356,0.00000217785
25572,25572,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette aux noix de St Jacques,"Crepe or buckwheat crepe, filled with scallops",Œuf de poule,0.028546666,0.15790616,7.343733899999999e-9,0.016417667,0.00043565619000000003,3.1673802999999996e-8,5.0339955e-9,1.9719336000000002e-10,0.004543338,0.000041210719,0.00099395221,0.019879945,4.3315332,12.595398,0.23348881,0.89345771,5.6158659e-7
25572,25572,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette aux noix de St Jacques,"Crepe or buckwheat crepe, filled with scallops",Emmental,0.017957904,0.1882185,6.1562294e-9,0.014625472,0.00031001848,1.4518808e-8,4.2894819e-9,1.1923862e-10,0.0020312827,0.000025045434,0.00067937516,0.0087287536,2.0369576,10.931139,0.062911697,0.72090049,4.3335874e-7
25572,25572,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette aux noix de St Jacques,"Crepe or buckwheat crepe, filled with scallops",Persil,0.0047252799,0.020615558,1.544076e-9,0.00074841713,0.00012624254,2.7860936e-9,1.8494933999999998e-9,5.3895637e-11,0.00043714177,0.0000064159892,0.00065727971,0.0019257141,0.17994148,4.1301086,0.0547937,0.16678681,1.3526483e-7
25572,25572,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette aux noix de St Jacques,"Crepe or buckwheat crepe, filled with scallops",Coquille Saint-Jacques,0.43819837,3.0051247,5.8835994e-7,0.16503742,0.044943447,4.8658606e-7,2.0602586999999997e-8,1.993454e-9,0.06422357,0.00024611806,0.016104339,0.17553972,21.109451,10.390795,0.10404885,35.911516,0.000023677764
25572,25572,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette aux noix de St Jacques,"Crepe or buckwheat crepe, filled with scallops",Autres étapes,0.09914511799999999,0.57990694,9.009150599999999e-8,1.1586258,0.0017469779400000002,3.61885651e-8,1.0115026499999998e-8,3.8068594000000007e-10,0.0030832302000000002,0.000128155928,0.0015142135500000001,0.0092301066,2.95706936,9.4750834,0.190427062,29.9303616,0.00000687173392
25562,25562,entrées et plats composés,"pizzas, tartes et crêpes salées","Crêpe ou Galette complète (œuf, jambon, fromage)","Crepe or buckwheat crepe, filled with egg, ham and cheese",Farine de sarrasin,0.020633415,0.15296815,1.1946729e-8,0.016600677,0.00045705777,1.1808921999999998e-8,1.6388209999999998e-9,2.5538534e-10,0.001710625,0.000044635078,0.0014138574000000003,0.0074054405,0.99982381,18.469165,0.33358562,1.2281769,6.1844743e-7
25562,25562,entrées et plats composés,"pizzas, tartes et crêpes salées","Crêpe ou Galette complète (œuf, jambon, fromage)","Crepe or buckwheat crepe, filled with egg, ham and cheese",Beurre,0.026976728,0.28196377,6.6555185e-9,0.019525672,0.00045567837,2.1366156999999998e-8,6.7955332e-9,1.8311361000000003e-10,0.0031720386,0.00003103466,0.0010241939,0.013781253,3.2023863,17.270253,0.091011221,0.84357792,7.4669144e-7
25562,25562,entrées et plats composés,"pizzas, tartes et crêpes salées","Crêpe ou Galette complète (œuf, jambon, fromage)","Crepe or buckwheat crepe, filled with egg, ham and cheese",Œuf de poule,0.09131088500000001,0.50508703,2.3490057999999996e-8,0.052514423,0.0013935131,1.0131350999999999e-7,1.6102006e-8,6.3075316e-10,0.014532563,0.0001318188,0.0031793084,0.063589048,13.855073,40.28831,0.74684972,2.8578614,0.0000017963208
25562,25562,entrées et plats composés,"pizzas, tartes et crêpes salées","Crêpe ou Galette complète (œuf, jambon, fromage)","Crepe or buckwheat crepe, filled with egg, ham and cheese",Jambon cuit,0.20217579000000002,1.4356809,3.595001799999999e-7,0.494087,0.0029978501,1.9190892999999999e-7,1.9251644999999995e-8,1.1770197e-9,0.027149003,0.00023492662,0.0065326737,0.11691965,21.944166,78.640179,1.0481882,16.696696,0.000005228705499999999
25562,25562,entrées et plats composés,"pizzas, tartes et crêpes salées","Crêpe ou Galette complète (œuf, jambon, fromage)","Crepe or buckwheat crepe, filled with egg, ham and cheese",Emmental,0.08209327400000001,0.86042745,2.8142763e-8,0.066859303,0.0014172273,6.637169199999999e-8,1.960906e-8,5.4509083e-10,0.0092858637,0.00011449341,0.003105715,0.039902873,9.3118063,49.970919,0.28759633,3.2955451,0.0000019810685
25562,25562,entrées et plats composés,"pizzas, tartes et crêpes salées","Crêpe ou Galette complète (œuf, jambon, fromage)","Crepe or buckwheat crepe, filled with egg, ham and cheese",Autres étapes,0.09913800699999999,0.57990042,9.0091065e-8,1.15862344,0.00174695599,3.6188211699999996e-8,1.0114672e-8,3.8065827000000006e-10,0.0030831935000000003,0.00012815116999999998,0.00151420646,0.0092300394,2.95704206,9.4750566,0.18956562300000002,29.9302482,0.00000687170129
25625,25625,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée au poisson et / ou fruits de mer,"Crepe or buckwheat crepe, filled with fish and/or seafood",Farine de sarrasin,0.021063277999999998,0.15615498,1.2195619e-8,0.016946524,0.0004665798,1.2054941e-8,1.6729631e-9,2.6070586e-10,0.001746263,0.000045564975,0.0014433128,0.0075597205,1.0206535,18.85394,0.34053532,1.2537639,6.3133175e-7
25625,25625,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée au poisson et / ou fruits de mer,"Crepe or buckwheat crepe, filled with fish and/or seafood",Beurre,0.031173108000000005,0.3258248,7.6908214e-9,0.022562999,0.00052656167,2.4689781999999998e-8,7.8526161e-9,2.1159795e-10,0.0036654668,0.000035862274,0.0011835129,0.015925003,3.7005352,19.956737,0.10516852,0.97480115,8.628434399999998e-7
25625,25625,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée au poisson et / ou fruits de mer,"Crepe or buckwheat crepe, filled with fish and/or seafood",Emmental,0.04446719,0.46606487,1.5243997e-8,0.036215456,0.00076766481,3.5951333e-8,1.0621573999999999e-8,2.9525754e-10,0.0050298428,0.000062017265,0.0016822623000000002,0.021614056,5.0438951,27.067581,0.15578135,1.7850869,0.0000010730788
25625,25625,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée au poisson et / ou fruits de mer,"Crepe or buckwheat crepe, filled with fish and/or seafood",Fromage frais crémeux,0.0073581439,0.070099973,2.0298692999999995e-9,0.0094808984,0.00011857739000000001,5.157504199999999e-9,1.8036627999999998e-9,5.4918124e-11,0.00076209853,0.0000098412608,0.00024052598,0.0032059436,0.77768711,3.9955402,0.013748289,0.35876595,6.5398962e-7
25625,25625,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée au poisson et / ou fruits de mer,"Crepe or buckwheat crepe, filled with fish and/or seafood",Saumon,0.17767173,1.4237573,1.4473419999999996e-7,0.18357135,0.0061395254,8.9659829e-8,3.771824e-8,1.4914748e-9,0.010414669,0.00037972006,0.018081091,0.042510178,21.924091,76.823859,0.22884148,14.468513,0.000015202758999999999
25625,25625,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée au poisson et / ou fruits de mer,"Crepe or buckwheat crepe, filled with fish and/or seafood",Epinard,0.0035359756,0.026746687,2.5676774e-9,0.0011583382,0.000082038077,1.7399769e-9,9.5548442e-10,1.87544e-11,0.00019168678,0.0000041156235,0.0002907053,0.00064394014,1.9616188,-3.1918327,0.040159248,0.23523394,3.7102675e-7
25625,25625,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée au poisson et / ou fruits de mer,"Crepe or buckwheat crepe, filled with fish and/or seafood",Autres étapes,0.09914062699999998,0.57990282,9.009122699999999e-8,1.15862431,0.0017469640700000003,3.61883419e-8,1.01148026e-8,3.8066847e-10,0.003083207,0.000128152923,0.0015142090700000002,0.009230064100000001,2.95705212,9.4750665,0.189882995,29.93029,0.00000687171331
25411,25411,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée béchamel champignon,"Crepe or buckwheat crepe, filled with mushrooms and bechamel sauce",Farine de sarrasin,0.017481088000000002,0.12959801,1.0121534e-8,0.014064462,0.0003872295,1.0004781e-8,1.3884455999999997e-9,2.1636813e-10,0.0014492795,0.00003781583,0.0011978514000000001,0.0062740538,0.84707295,15.647487,0.28262115,1.0405387,5.2396241e-7
25411,25411,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée béchamel champignon,"Crepe or buckwheat crepe, filled with mushrooms and bechamel sauce",Emmental,0.047887743,0.50191601,1.6416612e-8,0.03900126,0.00082671595,3.871682e-8,1.1438617999999998e-8,3.1796965e-10,0.0054167538,0.000066787824,0.0018116671,0.023276676,5.431887,29.149703,0.16776453,1.9224013,0.0000011556233
25411,25411,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée béchamel champignon,"Crepe or buckwheat crepe, filled with mushrooms and bechamel sauce",Champignon,0.28773115,2.0281854,5.6290997e-8,0.06644688,0.0027805114,6.584601299999999e-8,1.1329006e-8,5.3380523e-10,0.0062190959,0.00018892101,0.0053177341,0.021927849,20.224145,9.1688695,19.629106,25.269181,0.000005257454699999999
25411,25411,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée béchamel champignon,"Crepe or buckwheat crepe, filled with mushrooms and bechamel sauce",Lait demi-écremé,0.015275126,0.16268823,4.4271344e-9,0.0085343786,0.00025825787,1.2217535e-8,3.8329988e-9,1.0394416e-10,0.0018020064,0.000017450173,0.00058014653,0.0078095516,1.824869,9.8033835,0.051076905,0.46369273,3.6979045999999995e-7
25411,25411,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée béchamel champignon,"Crepe or buckwheat crepe, filled with mushrooms and bechamel sauce",Autres étapes,0.09911966999999999,0.57988359,9.0089928e-8,1.15861736,0.00174689938,3.61873002e-8,1.01137577e-8,3.805869e-10,0.0030830987999999997,0.000128138902,0.00151418819,0.009229866,2.9569716500000003,9.4749874,0.187344015,29.929955900000003,0.000006871617110000001
25581,25581,entrées et plats composés,"pizzas, tartes et crêpes salées","Crêpe ou Galette fourrée béchamel champignon, cuite","Crepe or buckwheat crepe, filled with mushrooms and bechamel sauce, cooked",Farine de sarrasin,0.019200539,0.14234536,1.1117095e-8,0.015447852,0.0004253176400000001,1.0988857999999998e-8,1.5250139999999997e-9,2.3765024e-10,0.0015918316,0.00004153541900000001,0.0013156729,0.0068911738,0.9303916,17.186584,0.31041995,1.1428868,5.7549969e-7
25581,25581,entrées et plats composés,"pizzas, tartes et crêpes salées","Crêpe ou Galette fourrée béchamel champignon, cuite","Crepe or buckwheat crepe, filled with mushrooms and bechamel sauce, cooked",Jambon cuit,0.29645970000000005,2.1052052,5.271516999999999e-7,0.72450257,0.004395886,2.8140493e-7,2.8229576e-8,1.7259183e-9,0.039809837,0.00034448374,0.009579161,0.17144468,32.177744,115.31372,1.5370067,24.483136,0.0000076670922
25581,25581,entrées et plats composés,"pizzas, tartes et crêpes salées","Crêpe ou Galette fourrée béchamel champignon, cuite","Crepe or buckwheat crepe, filled with mushrooms and bechamel sauce, cooked",Emmental,0.10774742,1.129311,3.6937376e-8,0.087752835,0.0018601109,8.711284499999999e-8,2.5736892e-8,7.1543172e-10,0.012187696,0.0001502726,0.004076251,0.052372521,12.221746,65.586832,0.37747018,4.3254029,0.0000026001525
25581,25581,entrées et plats composés,"pizzas, tartes et crêpes salées","Crêpe ou Galette fourrée béchamel champignon, cuite","Crepe or buckwheat crepe, filled with mushrooms and bechamel sauce, cooked",Lait demi-écremé,0.012697449000000001,0.13523459,3.6800554999999996e-9,0.0070942022,0.00021467686,1.0155826e-8,3.1861802e-9,8.6403583e-11,0.0014979178,0.000014505456,0.00048224681,0.0064916898,1.5169223,8.1490625,0.042457678,0.38544458,3.0738832e-7
25581,25581,entrées et plats composés,"pizzas, tartes et crêpes salées","Crêpe ou Galette fourrée béchamel champignon, cuite","Crepe or buckwheat crepe, filled with mushrooms and bechamel sauce, cooked",Autres étapes,0.09912977399999999,0.57989286,9.009055399999999e-8,1.15862071,0.00174693057,3.6187802500000004e-8,1.01142615e-8,3.806262200000001e-10,0.003083151,0.00012814566199999998,0.00151419826,0.0092299615,2.9570104500000003,9.475025500000001,0.188568166,29.930117000000003,0.00000687166349
25549,25549,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée béchamel fromage,"Crepe or buckwheat crepe, filled with cheese and bechamel sauce",Farine de sarrasin,0.025218617999999998,0.18696107,1.4601558e-8,0.020289716,0.00055862616,1.4433127e-8,2.0030033999999996e-9,3.1213763e-10,0.0020907638,0.000054553984,0.001728048,0.0090510939,1.2220069,22.573424,0.40771575,1.5011051,7.5588019e-7
25549,25549,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée béchamel fromage,"Crepe or buckwheat crepe, filled with cheese and bechamel sauce",Emmental,0.14195295000000002,1.4878225,4.8663527e-8,0.11561088,0.0024506223,1.1476772e-7,3.3907333e-8,9.425529e-10,0.016056806,0.00019797819,0.0053702989,0.068998719,16.101665,86.408048,0.49730199,5.6985467,0.0000034255977
25549,25549,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée béchamel fromage,"Crepe or buckwheat crepe, filled with cheese and bechamel sauce",Lait demi-écremé,0.016707169,0.17794025,4.8421783e-9,0.0093344766,0.00028246955,1.3362929e-8,4.1923423999999995e-9,1.1368893e-10,0.0019709445,0.000019086127,0.00063453527,0.0085416971,1.9959505,10.722451,0.055865365,0.50716392,4.0445831999999995e-7
25549,25549,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée béchamel fromage,"Crepe or buckwheat crepe, filled with cheese and bechamel sauce",Autres étapes,0.09916607499999999,0.57992617,9.0092806e-8,1.15863276,0.0017470426300000002,3.6189606900000004e-8,1.0116071399999999e-8,3.8076751e-10,0.0030833384,0.000128169949,0.0015142344300000002,0.0092303047,2.95714983,9.4751625,0.192966042,29.9306956,0.00000687183012
25409,25409,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée béchamel jambon,"Crepe, filled with ham",Farine de sarrasin,0.019200539,0.14234536,1.1117095e-8,0.015447852,0.0004253176400000001,1.0988857999999998e-8,1.5250139999999997e-9,2.3765024e-10,0.0015918316,0.00004153541900000001,0.0013156729,0.0068911738,0.9303916,17.186584,0.31041995,1.1428868,5.7549969e-7
25409,25409,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée béchamel jambon,"Crepe, filled with ham",Jambon cuit,0.29645970000000005,2.1052052,5.271516999999999e-7,0.72450257,0.004395886,2.8140493e-7,2.8229576e-8,1.7259183e-9,0.039809837,0.00034448374,0.009579161,0.17144468,32.177744,115.31372,1.5370067,24.483136,0.0000076670922
25409,25409,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée béchamel jambon,"Crepe, filled with ham",Emmental,0.10774742,1.129311,3.6937376e-8,0.087752835,0.0018601109,8.711284499999999e-8,2.5736892e-8,7.1543172e-10,0.012187696,0.0001502726,0.004076251,0.052372521,12.221746,65.586832,0.37747018,4.3254029,0.0000026001525
25409,25409,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée béchamel jambon,"Crepe, filled with ham",Lait demi-écremé,0.012697449000000001,0.13523459,3.6800554999999996e-9,0.0070942022,0.00021467686,1.0155826e-8,3.1861802e-9,8.6403583e-11,0.0014979178,0.000014505456,0.00048224681,0.0064916898,1.5169223,8.1490625,0.042457678,0.38544458,3.0738832e-7
25409,25409,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée béchamel jambon,"Crepe, filled with ham",Autres étapes,0.09912977399999999,0.57989286,9.009055399999999e-8,1.15862071,0.00174693057,3.6187802500000004e-8,1.01142615e-8,3.806262200000001e-10,0.003083151,0.00012814566199999998,0.00151419826,0.0092299615,2.9570104500000003,9.475025500000001,0.188568166,29.930117000000003,0.00000687166349
25410,25410,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée béchamel jambon fromage,"Crepe or buckwheat crepe, filled with cheese, ham and bechamel sauce",Farine de sarrasin,0.019200539,0.14234536,1.1117095e-8,0.015447852,0.0004253176400000001,1.0988857999999998e-8,1.5250139999999997e-9,2.3765024e-10,0.0015918316,0.00004153541900000001,0.0013156729,0.0068911738,0.9303916,17.186584,0.31041995,1.1428868,5.7549969e-7
25410,25410,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée béchamel jambon fromage,"Crepe or buckwheat crepe, filled with cheese, ham and bechamel sauce",Jambon cuit,0.29645970000000005,2.1052052,5.271516999999999e-7,0.72450257,0.004395886,2.8140493e-7,2.8229576e-8,1.7259183e-9,0.039809837,0.00034448374,0.009579161,0.17144468,32.177744,115.31372,1.5370067,24.483136,0.0000076670922
25410,25410,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée béchamel jambon fromage,"Crepe or buckwheat crepe, filled with cheese, ham and bechamel sauce",Emmental,0.10774742,1.129311,3.6937376e-8,0.087752835,0.0018601109,8.711284499999999e-8,2.5736892e-8,7.1543172e-10,0.012187696,0.0001502726,0.004076251,0.052372521,12.221746,65.586832,0.37747018,4.3254029,0.0000026001525
25410,25410,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée béchamel jambon fromage,"Crepe or buckwheat crepe, filled with cheese, ham and bechamel sauce",Lait demi-écremé,0.012697449000000001,0.13523459,3.6800554999999996e-9,0.0070942022,0.00021467686,1.0155826e-8,3.1861802e-9,8.6403583e-11,0.0014979178,0.000014505456,0.00048224681,0.0064916898,1.5169223,8.1490625,0.042457678,0.38544458,3.0738832e-7
25410,25410,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée béchamel jambon fromage,"Crepe or buckwheat crepe, filled with cheese, ham and bechamel sauce",Autres étapes,0.09912977399999999,0.57989286,9.009055399999999e-8,1.15862071,0.00174693057,3.6187802500000004e-8,1.01142615e-8,3.806262200000001e-10,0.003083151,0.00012814566199999998,0.00151419826,0.0092299615,2.9570104500000003,9.475025500000001,0.188568166,29.930117000000003,0.00000687166349
25552,25552,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée béchamel jambon fromage champignon,"Crepe or buckwheat crepe, filled with cheese, ham, mushrooms and bechamel sauce",Farine de sarrasin,0.020633415,0.15296815,1.1946729e-8,0.016600677,0.00045705777,1.1808921999999998e-8,1.6388209999999998e-9,2.5538534e-10,0.001710625,0.000044635078,0.0014138574000000003,0.0074054405,0.99982381,18.469165,0.33358562,1.2281769,6.1844743e-7
25552,25552,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée béchamel jambon fromage champignon,"Crepe or buckwheat crepe, filled with cheese, ham, mushrooms and bechamel sauce",Beurre,0.026976728,0.28196377,6.6555185e-9,0.019525672,0.00045567837,2.1366156999999998e-8,6.7955332e-9,1.8311361000000003e-10,0.0031720386,0.00003103466,0.0010241939,0.013781253,3.2023863,17.270253,0.091011221,0.84357792,7.4669144e-7
25552,25552,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée béchamel jambon fromage champignon,"Crepe or buckwheat crepe, filled with cheese, ham, mushrooms and bechamel sauce",Jambon cuit,0.22744777,1.615141,4.044377e-7,0.55584787,0.0033725814,2.1589754999999997e-7,2.1658100999999997e-8,1.3241472e-9,0.030542629,0.00026429244,0.007349258,0.13153461,24.687187,88.470201,1.1792117,18.783783,0.0000058822937
25552,25552,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée béchamel jambon fromage champignon,"Crepe or buckwheat crepe, filled with cheese, ham, mushrooms and bechamel sauce",Emmental,0.08209327400000001,0.86042745,2.8142763e-8,0.066859303,0.0014172273,6.637169199999999e-8,1.960906e-8,5.4509083e-10,0.0092858637,0.00011449341,0.003105715,0.039902873,9.3118063,49.970919,0.28759633,3.2955451,0.0000019810685
25552,25552,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée béchamel jambon fromage champignon,"Crepe or buckwheat crepe, filled with cheese, ham, mushrooms and bechamel sauce",Champignon,0.13248053,0.93384077,2.5918156999999998e-8,0.030594247,0.0012802354000000001,3.0317589e-8,5.216232999999999e-9,2.4578083e-10,0.0028634686,0.000086985212,0.0024484531,0.010096276,9.3118367,4.2216377,9.0378618,11.634731,0.0000024206986
25552,25552,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée béchamel jambon fromage champignon,"Crepe or buckwheat crepe, filled with cheese, ham, mushrooms and bechamel sauce",Autres étapes,0.09913800699999999,0.57990042,9.0091065e-8,1.15862344,0.00174695599,3.6188211699999996e-8,1.0114672e-8,3.8065827000000006e-10,0.0030831935000000003,0.00012815116999999998,0.00151420646,0.0092300394,2.95704206,9.4750566,0.18956562300000002,29.9302482,0.00000687170129
25418,25418,entrées et plats composés,feuilletées et autres entrées,Croissant au jambon,Croissant filled with ham,Jambon cuit,0.28479571,2.0223774,5.064113099999999e-7,0.69599755,0.0042229331,2.7033325999999993e-7,2.7118904e-8,1.6580133e-9,0.038243548,0.00033093028,0.009202276000000002,0.16469932,30.911734,110.77679,1.4765343,23.519865,0.0000073654361
25418,25418,entrées et plats composés,feuilletées et autres entrées,Croissant au jambon,Croissant filled with ham,Gruyère,0.074303508,0.77913965,2.5262567999999997e-8,0.059630606,0.0012818014,6.0069252e-8,1.7782981e-8,4.9386058e-10,0.0084191991,0.00010314319,0.002813136,0.036192831,8.4449015,45.329104,0.26013824,2.9492098,0.0000017922933999999998
25418,25418,entrées et plats composés,feuilletées et autres entrées,Croissant au jambon,Croissant filled with ham,Lait demi-écremé,0.040498179,0.43132716,1.1737439999999999e-8,0.022626771,0.00068470619,3.2391739e-8,1.0162238e-8,2.7558195e-10,0.0047775695,0.000046264771,0.0015381135,0.020705074,4.8381839,25.991221,0.13541765,1.2293653,9.8040696e-7
25418,25418,entrées et plats composés,feuilletées et autres entrées,Croissant au jambon,Croissant filled with ham,Graisse végétale (type margarine),0.021445321,0.14172297,1.2045065999999998e-8,0.0094186395,0.0005298255600000001,1.2802068999999998e-8,8.9618141e-9,2.5871741e-10,0.0017324036,0.000041803938,0.0012833091,0.0076559393,2.9504813,20.886839,0.22501575,1.0775453,7.8601572e-7
25418,25418,entrées et plats composés,feuilletées et autres entrées,Croissant au jambon,Croissant filled with ham,Farine de blé,0.012912568,0.091508387,5.8528053999999995e-9,0.0094525461,0.00027806173,9.2145154e-9,1.1613507e-9,1.5203557e-10,0.0014228334,0.000021045608000000002,0.00095775334,0.0061436723,1.8328371,12.456317,0.041468136,0.64955406,4.3194752e-7
25418,25418,entrées et plats composés,feuilletées et autres entrées,Croissant au jambon,Croissant filled with ham,Autres étapes,0.10596797399999999,0.74388549,7.816960300000001e-8,1.1470412,0.0019740507,3.51102644e-8,9.382705799999998e-9,3.6064220000000004e-10,0.0032434348999999998,0.000086934093,0.00136161984,0.008687528600000001,2.72523093,4.9991327,0.285816114,32.8216686,0.00000637748339
26266,26266,entrées et plats composés,feuilletées et autres entrées,Croissant au jambon fromage,Croissant filled with ham and cheese,Jambon cuit,0.28479571,2.0223774,5.064113099999999e-7,0.69599755,0.0042229331,2.7033325999999993e-7,2.7118904e-8,1.6580133e-9,0.038243548,0.00033093028,0.009202276000000002,0.16469932,30.911734,110.77679,1.4765343,23.519865,0.0000073654361
26266,26266,entrées et plats composés,feuilletées et autres entrées,Croissant au jambon fromage,Croissant filled with ham and cheese,Gruyère,0.074303508,0.77913965,2.5262567999999997e-8,0.059630606,0.0012818014,6.0069252e-8,1.7782981e-8,4.9386058e-10,0.0084191991,0.00010314319,0.002813136,0.036192831,8.4449015,45.329104,0.26013824,2.9492098,0.0000017922933999999998
26266,26266,entrées et plats composés,feuilletées et autres entrées,Croissant au jambon fromage,Croissant filled with ham and cheese,Lait demi-écremé,0.040498179,0.43132716,1.1737439999999999e-8,0.022626771,0.00068470619,3.2391739e-8,1.0162238e-8,2.7558195e-10,0.0047775695,0.000046264771,0.0015381135,0.020705074,4.8381839,25.991221,0.13541765,1.2293653,9.8040696e-7
26266,26266,entrées et plats composés,feuilletées et autres entrées,Croissant au jambon fromage,Croissant filled with ham and cheese,Graisse végétale (type margarine),0.021445321,0.14172297,1.2045065999999998e-8,0.0094186395,0.0005298255600000001,1.2802068999999998e-8,8.9618141e-9,2.5871741e-10,0.0017324036,0.000041803938,0.0012833091,0.0076559393,2.9504813,20.886839,0.22501575,1.0775453,7.8601572e-7
